order_number,product,order_amount,sales_tax,customer,order_date,delivery_date,Description,Activity_Name
ORD_0000458,Starter Kit,456,57,CONT00061,8/05/2019 8:55,13/05/2019 8:55,Starter Kit - $456,online order
ORD_0000459,Professional Kit,710,88.75,CONT00058,1/07/2019 5:14,3/07/2019 5:14,Professional Kit - $710,online order
ORD_0000460,Home Kit,847,105.875,CONT00086,18/02/2019 22:42,20/02/2019 22:42,Home Kit - $847,online order
ORD_0000461,Starter Kit,240,30,CONT00044,28/06/2019 7:16,3/07/2019 7:16,Starter Kit - $240,online order
ORD_0000462,Home Kit,122,15.25,CONT00012,25/04/2019 1:45,29/04/2019 1:45,Home Kit - $122,online order
ORD_0000463,Professional Kit,643,80.375,CONT0008,17/07/2019 20:54,18/07/2019 20:54,Professional Kit - $643,online order
ORD_0000464,Professional Kit,211,26.375,CONT00080,24/01/2019 11:22,28/01/2019 11:22,Professional Kit - $211,online order
ORD_0000465,Professional Kit,878,109.75,CONT00067,25/12/2018 12:58,26/12/2018 12:58,Professional Kit - $878,online order
ORD_0000466,Home Kit,877,109.625,CONT00067,9/01/2019 18:33,13/01/2019 18:33,Home Kit - $877,online order
ORD_0000467,Home Kit,322,40.25,CONT00082,20/10/2018 9:44,21/10/2018 9:44,Home Kit - $322,online order
ORD_0000468,Home Kit,554,69.25,CONT00077,29/07/2018 14:23,1/08/2018 14:23,Home Kit - $554,online order
ORD_0000469,Professional Kit,108,13.5,CONT00085,26/06/2019 13:08,27/06/2019 13:08,Professional Kit - $108,online order
ORD_0000470,Home Kit,995,124.375,CONT0009,22/05/2019 16:54,25/05/2019 16:54,Home Kit - $995,online order
ORD_0000471,Professional Kit,479,59.875,CONT00076,12/09/2018 11:01,13/09/2018 11:01,Professional Kit - $479,online order
ORD_0000472,Professional Kit,993,124.125,CONT00033,22/02/2019 16:56,24/02/2019 16:56,Professional Kit - $993,online order
ORD_0000473,Professional Kit,337,42.125,CONT00075,10/11/2018 16:00,15/11/2018 16:00,Professional Kit - $337,online order
ORD_0000474,Starter Kit,858,107.25,CONT00038,18/10/2018 20:42,21/10/2018 20:42,Starter Kit - $858,online order
ORD_0000475,Home Kit,241,30.125,CONT00053,26/08/2018 1:06,30/08/2018 1:06,Home Kit - $241,online order
ORD_0000476,Home Kit,330,41.25,CONT00080,27/07/2019 4:58,28/07/2019 4:58,Home Kit - $330,online order
ORD_0000477,Home Kit,587,73.375,CONT00088,28/01/2019 0:11,1/02/2019 0:11,Home Kit - $587,online order
ORD_0000478,Home Kit,986,123.25,CONT00094,24/12/2018 1:18,29/12/2018 1:18,Home Kit - $986,online order
ORD_0000479,Starter Kit,179,22.375,CONT00015,27/03/2019 14:50,1/04/2019 14:50,Starter Kit - $179,online order
ORD_0000480,Starter Kit,764,95.5,CONT00064,22/09/2018 16:28,27/09/2018 16:28,Starter Kit - $764,online order
ORD_0000481,Professional Kit,241,30.125,CONT00074,19/04/2019 20:18,21/04/2019 20:18,Professional Kit - $241,online order
ORD_0000482,Home Kit,590,73.75,CONT00032,11/02/2019 0:25,12/02/2019 0:25,Home Kit - $590,online order
ORD_0000483,Professional Kit,623,77.875,CONT00064,20/05/2019 1:57,25/05/2019 1:57,Professional Kit - $623,online order
ORD_0000484,Professional Kit,140,17.5,CONT00050,29/01/2019 19:34,3/02/2019 19:34,Professional Kit - $140,online order
ORD_0000485,Starter Kit,221,27.625,CONT00039,17/01/2019 2:38,18/01/2019 2:38,Starter Kit - $221,online order
ORD_0000486,Starter Kit,484,60.5,CONT0004,28/04/2019 23:58,3/05/2019 23:58,Starter Kit - $484,online order
ORD_0000487,Starter Kit,815,101.875,CONT00057,8/12/2018 6:28,9/12/2018 6:28,Starter Kit - $815,online order
ORD_0000488,Starter Kit,611,76.375,CONT00045,27/09/2018 16:03,28/09/2018 16:03,Starter Kit - $611,online order
ORD_0000489,Home Kit,784,98,CONT00095,14/03/2019 12:12,17/03/2019 12:12,Home Kit - $784,online order
ORD_0000490,Home Kit,698,87.25,CONT00037,19/10/2018 16:41,23/10/2018 16:41,Home Kit - $698,online order
ORD_0000491,Starter Kit,503,62.875,CONT00082,9/11/2018 9:16,12/11/2018 9:16,Starter Kit - $503,online order
ORD_0000492,Home Kit,314,39.25,CONT00038,14/02/2019 17:31,15/02/2019 17:31,Home Kit - $314,online order
ORD_0000493,Starter Kit,702,87.75,CONT00050,13/05/2019 7:08,14/05/2019 7:08,Starter Kit - $702,online order
ORD_0000494,Professional Kit,760,95,CONT00076,7/11/2018 4:21,8/11/2018 4:21,Professional Kit - $760,online order
ORD_0000495,Home Kit,318,39.75,CONT00032,6/01/2019 6:19,8/01/2019 6:19,Home Kit - $318,online order
ORD_0000496,Starter Kit,115,14.375,CONT00061,31/01/2019 20:58,3/02/2019 20:58,Starter Kit - $115,online order
ORD_0000497,Professional Kit,160,20,CONT00057,21/08/2018 3:58,24/08/2018 3:58,Professional Kit - $160,online order
ORD_0000498,Home Kit,157,19.625,CONT0001,8/12/2018 5:25,12/12/2018 5:25,Home Kit - $157,online order
ORD_0000499,Starter Kit,405,50.625,CONT00031,20/05/2019 14:41,25/05/2019 14:41,Starter Kit - $405,online order
ORD_0000500,Home Kit,608,76,CONT00047,17/08/2018 23:59,20/08/2018 23:59,Home Kit - $608,online order
